Rank,Player,POS,Team,AVG,Expert,Sleeper,ESPN,Yahoo,Underdog,CBS,FFPC
,Skyy Moore,WR531,GB,924.8,,1948,501,885,365,,
,Cole Fotheringham,TE283,,925.0,,,,,925,,
,James Proche,WR532,,925.7,,,763,883,1131,,
,Connor Heyward,TE284,LV,925.8,,1885,443,903,472,,
,Ricky Seale,RB324,,926.0,,926,,,,,
,Baylor Cupp,TE285,,926.3,,1326,967,486,,,
,Collin Johnson,WR533,,926.5,,,761,,1092,,
,Artavis Pierce,RB325,,928.0,,928,,,,,
,Brett Rypien,QB134,,928.5,,1583,658,956,517,,
,Robert Woods,WR534,,929.0,,,721,,1137,,
,Tyler Davis,TE286,,929.0,,,,,929,,
,Josh Johnson,QB135,CIN,929.5,,831,729,1013,1145,,
,Garrett Nussmeier,QB136,KC,929.5,,1639,613,972,494,,
,Garrett Groshek,RB326,,930.0,,930,,,,,
,Laquon Treadwell,WR535,IND,930.5,,1940,432,916,434,,
,Dominik Eberle,K62,,931.0,,931,,,,,
,Quentin Skinner,WR536,,931.5,,897,1012,607,1210,,
,Marquez Valdes-Scantling,WR537,,933.5,,1136,705,448,1445,,
,Kenny Stills,WR538,,934.0,,934,,,,,
,Daylen Baldwin,WR539,,934.0,,,,,934,,
,Brycen Hopkins,TE287,,935.0,,1486,,,384,,
,Kai Locksley,WR540,,936.0,,936,,,,,
,Jack Stoll,TE288,,936.0,,1071,801,811,1061,,
,Steven Sims,WR541,,937.5,,,732,,1143,,
,Tim Boyle,QB138,,937.7,,743,664,,1406,,
,Will Dissly,TE289,,938.3,,1333,687,432,1301,,
,Artavis Scott,WR542,,939.0,,939,,,,,
,Dan Chisena,WR543,,939.0,,1022,773,728,1233,,
,Davis Webb,QB139,,940.0,,940,,,,,
,Tai Felton,WR544,MIN,940.0,,2075,457,899,329,,
,Tavien Feaster,RB327,ARI,941.0,,941,,,,,
,Xazavian Valladay,RB328,,941.3,,862,897,,1065,,
,Nick Nash,WR545,,941.7,,,987,600,1238,,
,Darrin Hall,RB329,,942.0,,942,,,,,
,Kenny Yeboah,TE290,,942.3,,1308,795,538,1128,,
,Eno Benjamin,RB330,,942.5,,538,,,1347,,
,Jamoi Mayes,WR546,,943.0,,462,,,1424,,
,Peewee Jarrett,QB140,,943.0,,943,,,,,
,Emory Jones,QB141,,943.0,,1444,,,442,,
,Ja'Quinden Jackson,RB331,,943.0,,,,759,1127,,
,Brandon Johnson,WR547,PIT,943.3,,1160,848,618,1147,,
,Desmond Ridder,QB142,,943.7,,,814,1009,1008,,
,John Rhys Plumlee,QB143,,944.0,,1290,,598,,,
,Kendric Pryor,WR548,,944.3,,,839,642,1352,,
,Dion Lewis,RB332,,945.0,,945,,,,,
,Danny Gray,WR549,PHI,945.8,,1073,817,646,1247,,
,Antonio Gandy-Golden,TE291,,946.0,,946,,,,,
,Clive Walford,TE292,,946.0,,1103,,,789,,
,Sammis Reyes,TE293,,946.5,,1213,,,680,,
,Ryan Switzer,WR550,,947.0,,947,,,,,
,Deuce Vaughn,RB333,,948.7,,,851,823,1172,,
,Chris Collier,RB334,LV,949.0,,1428,572,850,946,,
,J.P. Holtz,TE294,,949.0,,,,,949,,
,Jeff Wilson,RB335,,949.3,,1372,662,,814,,
,Gus Edwards,RB336,,949.3,,1461,701,,686,,
,Neal Johnson,TE295,,950.0,,1169,,,731,,
,Chris Myarick,TE296,LV,950.3,,1853,,454,544,,
,Tyshaun James,WR551,,951.0,,951,,,,,
,Parris Campbell,WR552,,951.0,,1147,677,704,1276,,
,Emani Bailey,RB337,,951.0,,,,,951,,
,Jalen Greene,WR553,,952.0,,952,,,,,
,Slade Bolden,WR554,,952.5,,788,,,1117,,
,Brady Cook,QB144,MIA,953.7,,,592,1005,1264,,
,Lucas Krull,TE297,DEN,954.0,,,846,831,1185,,
,Parker Romo,K63,,954.0,,,954,,,,
,Tyler Scott,WR555,,954.3,,,867,803,1193,,
,Myles Price,WR556,MIN,954.7,,,497,933,1434,,
,Quayvon Hicks,RB338,,955.0,,955,,,,,
,Johnathan Lloyd,WR557,,956.0,,956,,,,,
,Davion Davis,WR558,,956.0,,,,,956,,
,David Bell,WR559,,956.3,,1156,816,,897,,
,Lamar Jordan,QB145,,957.0,,957,,,,,
,Michael Carter,RB339,TEN,957.3,,1960,781,367,721,,
,Sam Brown,WR560,,957.5,,1075,,,840,,
,Malik Cunningham,QB146,,957.5,,1660,891,647,632,,
,Tyler Simmons,WR561,,958.0,,958,,,,,
,Jordan Murray,TE298,,958.0,,,,,958,,
,Will Sheppard,WR562,MIA,958.5,,1610,,617,1207,,400
,DeWayne McBride,RB340,,959.0,,,878,,1040,,
,Jamari Thrash,WR563,CLE,959.3,,,564,868,1446,,
,Ryan Miller,WR564,MIA,959.8,,1244,557,873,1165,,
,Josh Malone,WR565,,960.0,,960,,,,,
,Dayton Wade,WR566,,960.7,,854,,677,1351,,
,Kearis Jackson,WR567,,960.7,,1310,896,,676,,
,Brandon Smith,WR568,PIT,962.5,,1306,830,652,1062,,
,Cody Kessler,QB147,,963.0,,963,,,,,
,Curtis Samuel,WR569,,963.0,,2000,692,556,604,,
,Brennan Presley,WR570,LAR,963.8,,1323,1018,616,898,,
,Sal Cannella,TE299,,963.8,,1637,1001,463,754,,
,Jalen Brooks,WR571,ARI,964.0,,2041,502,888,425,,
,Evan Hull,RB341,ARI,964.0,,,862,922,1108,,
,James Robinson,RB342,,964.5,,1307,,,622,,
,Will Mallory,TE300,IND,965.3,,2188,548,559,566,,
,Jalen White,RB343,,965.5,,1565,,,366,,
,Ross Martin,K64,,966.0,,966,,,,,
,Keelan Doss,WR572,,966.5,,1236,,,697,,
,Lew Nichols,RB344,PIT,967.3,,,865,765,1272,,
,John Copenhaver,TE301,,967.5,,974,,,961,,
,J.J. Arcega-Whiteside,TE302,,970.0,,970,,,,,
,Kaylon Horton,WR573,,972.0,,972,,,,,
,Cam Johnson,WR574,,973.0,,973,,,,,
,Blake Bell,TE303,,973.5,,1101,,,846,,
,John Franklin,WR575,,975.0,,975,,,,,
,L.J. Scott,RB345,,977.0,,977,,,,,
,Rahsul Faison,RB346,,977.0,,,,,977,,
,Jack Podlesny,K65,,979.0,,979,,,,,
,Dennis Houston,WR576,TB,979.0,,,847,675,1415,,
,Andrew Armstrong,WR577,KC,979.0,,,,589,1369,,
,Quincy McDuffie,WR578,,980.0,,980,,,,,
,Elijhah Badger,WR579,,980.5,,1404,,,557,,
,DJ Uiagalelei,QB148,LAC,981.0,,,,981,,,
,Hassan Haskins,RB347,NE,981.3,,,812,943,1189,,
,Marvin Jones,WR580,,982.0,,1375,,,589,,
,Bailey Gaither,WR581,,983.5,,1138,,,829,,
,Lance McCutcheon,WR582,,983.5,,,,673,1294,,
,Brandon McManus,K66,,983.7,,1864,722,365,,,
,Josh Kelly,WR583,HOU,985.7,,982,,576,1399,,
,Desmond Reid,RB348,,985.7,,1396,,737,824,,
,Israel Abanikanda,RB349,DAL,986.0,,,863,778,1317,,
,Dillon Bell,WR584,MIN,986.0,,,,668,1304,,
,P.J. Walker,QB149,,986.0,,,,,986,,
,Denzel Mims,WR585,,986.3,,1165,,660,1134,,
,Troy Fumagalli,TE304,,986.5,,875,,,1098,,
,Jack Westover,TE305,WAS,986.5,,1098,968,912,968,,
,Jimmy Graham,TE306,,987.0,,987,,,,,
,Luke Lachey,TE307,,987.5,,1481,980,488,1001,,
,D'Onta Foreman,RB350,,988.0,,1151,694,,1119,,
,Jared Wiley,TE308,KC,988.0,,1806,563,467,1116,,
,ShunDerrick Powell,RB351,,988.5,,1224,,753,,,
,Allen Robinson,WR586,,990.0,,1115,716,,1139,,
,Richard Rodgers,TE309,,990.0,,1203,,,777,,
,Parker Hesse,TE310,,990.0,,,798,,1182,,
,Drew Lock,QB150,SEA,990.5,,2074,484,935,469,,
,Joshua Dobbs,QB151,DET,990.8,,2062,465,1025,411,,
,Damon Hazelton,WR587,,991.0,,991,,,,,
,Joshua Karty,K67,,991.0,,1667,914,392,,,
,Anthony Brown,QB152,,991.5,,,845,,1138,,
,Treveyon Pratt,WR588,,992.0,,992,,,,,
,Ryquell Armstead,RB352,,994.0,,994,,,,,
,Jesper Horsted,TE311,,994.0,,,,,994,,
,DeVante Parker,WR589,,995.0,,663,,,1327,,
,Thomas Greaney,TE312,,995.0,,995,,,,,
,Ayir Asante,WR590,,996.0,,1002,,,990,,
,Taiwan Jones,RB353,,996.0,,,,,996,,
,Blake Watson,RB354,,996.3,,944,937,774,1330,,
,Jeff Caldwell,WR591,KC,996.7,,1839,,599,552,,
,Tanner McLachlan,TE313,,996.8,,2170,934,514,369,,
,LeVante Bellamy,RB355,,997.0,,997,,,,,
,Britain Covey,WR592,PHI,997.0,,,842,914,1235,,
,David Blough,QB153,,997.5,,1341,,,654,,
,Ricky Seals-Jones,TE314,,998.0,,,,,998,,
,Eli Pancol,WR593,,998.3,,1659,,623,713,,
,Jake Kumerow,WR594,,998.5,,749,,,1248,,
,Gerrid Doaks,RB356,,998.5,,1254,,,743,,
,Xavier Wade,WR595,,999.0,,999,,,,,
,Robert Burns,RB357,,1000.0,,667,,,1333,,
,CJ Verdell,RB358,,1000.0,,1000,,,,,
,Ricky White,WR596,SEA,1000.3,,1783,982,645,591,,
,Alex Erickson,WR597,,1000.7,,1130,635,,1237,,
,Bryce Ford-Wheaton,WR598,,1000.7,,,942,806,1254,,
,Jalen Virgil,WR599,,1000.8,,1761,836,580,826,,
,Mark Weisman,RB359,,1001.0,,1001,,,,,
,Cordarrelle Patterson,RB360,,1001.0,,1388,651,,964,,
,Easton Stick,QB154,TB,1002.0,,978,661,986,1383,,
,Donovan Edwards,RB361,,1002.5,,1338,990,772,910,,
,Aaron Anderson,WR600,,1002.7,,1760,,621,627,,
,Blake Sims,QB155,,1003.0,,1003,,,,,
,Lucky Jackson,WR601,DET,1003.3,,1617,,694,699,,
,Brayden Lenius,TE315,,1006.0,,1006,,,,,
,Sam Pinckney,WR602,,1006.0,,,,,1006,,
,Mecole Hardman,WR603,,1006.8,,1358,667,712,1290,,
,Dominic Lovett,WR604,DET,1007.0,,937,985,659,1447,,
,Martavis Bryant,WR605,,1007.0,,1007,,,,,
,Nyheim Hines,RB362,,1007.5,,1339,676,,,,
,Taquan Mizzell,RB363,NYG,1008.0,,1008,,,,,
,Philip Rivers,QB156,,1009.0,,,1009,,,,
,George Aston,RB364,,1010.0,,1010,,,,,
,Mason Kinsey,WR606,,1010.3,,1642,805,901,693,,
,Cole Turner,TE316,MIA,1010.5,,1613,534,515,1380,,
,Beaux Collins,WR607,ATL,1010.5,,1847,591,881,723,,
,Bernhard Seikovits,TE317,,1011.0,,,,,1011,,
,A.T. Perry,WR608,,1011.3,,2029,879,573,564,,
,Nick Vannett,TE318,BAL,1011.5,,1609,626,441,1370,,
,Ellis Richardson,TE319,,1012.0,,1012,,,,,
,Rodney Smith,RB365,,1012.0,,1294,,,730,,
,Randall Cobb,WR609,,1012.0,,,,,1012,,
,Case Keenum,QB157,CHI,1012.8,,1541,513,977,1020,,
,Junior Bergen,WR610,,1012.8,,1735,986,579,751,,
,Malik Knowles,WR611,,1013.0,,622,,,1404,,
,Dalyn Dawkins,RB366,,1013.0,,1013,,,,,
,Cody White,WR612,LV,1013.0,,1578,797,802,875,,
,Jaren Hall,QB158,,1013.5,,,874,,1153,,
,TD Ayo-Durojaiye,RB367,,1014.0,,1014,,,,,
,Tarik Black,WR613,,1015.0,,,,670,1360,,
,Hunter Renfrow,WR614,,1015.8,,2095,648,403,917,,
,J.J. Nelson,WR615,,1018.0,,1018,,,,,
,Terrace Marshall,WR616,,1018.3,,1421,783,734,1135,,
,Josh Williams,RB368,TB,1018.3,,1443,998,775,857,,
,Joshua Cephus,WR617,,1018.5,,1932,959,635,548,,
,Justice Shelton-Mosley,WR618,,1020.0,,1020,,,,,
,Chandler Brayboy,WR619,,1020.5,,1408,993,614,1067,,
,Dylan McDuffie,RB369,,1021.0,,1021,,,,,
,Dax Milne,WR620,,1022.0,,,,,1022,,
,Carson Steele,RB370,PHI,1022.3,,1131,940,826,1192,,
,Bailey Zappe,QB159,NYJ,1022.3,,,825,983,1259,,
,Malik Earl,WR621,,1023.0,,1023,,,,,
,Carter Bradley,QB160,JAX,1023.7,,683,,970,1418,,
,Tyler Mabry,TE320,,1024.5,,1242,807,,,,
,Austin Allen,TE321,,1025.0,,964,,,1086,,
,Jevoni Robinson,TE322,,1025.0,,1025,,,,,
,David Wells,TE323,,1025.0,,,,,1025,,
,Lewis Bond,WR622,HOU,1025.5,,1822,1020,608,652,,
,Aca'Cedric Ware,RB371,,1026.0,,1026,,,,,
,Lorenzo Lingard,RB372,,1026.0,,1055,,,997,,
,Casey Bauman,QB161,,1027.0,,1027,,,,,
,Tony Jones,RB373,,1027.5,,,776,,1279,,
,Marcus Simms,WR623,,1028.0,,1028,,,,,
,La'Michael Pettway,TE324,,1029.0,,,,,1029,,
,Patrick Laird,RB374,,1031.0,,1206,,,856,,
,Chris Pierce,TE325,,1031.0,,,,,1031,,
,Jakob Johnson,RB375,,1031.5,,,738,,1325,,
,Freddie Swain,WR624,,1032.0,,,,706,1358,,
,Matt Prater,K68,,1033.7,,1984,728,389,,,
,Robert Martin,RB376,,1036.0,,1036,,,,,
,Keleki Latu,TE326,BUF,1036.3,,1973,595,490,1087,,
,Zach Mathis,WR625,,1037.0,,1037,,,,,
,Alize Mack,TE327,,1038.0,,1038,,,,,
,Tony Brown,WR626,,1038.5,,,778,,1299,,
,Alex Ellis,TE328,,1039.0,,1039,,,,,
,Sean Clifford,QB162,SF,1039.0,,,860,992,1265,,
,Dymere Miller,WR627,,1039.0,,,,,1039,,
,Brian Lewerke,QB163,,1040.0,,1040,,,,,
,Justin Watson,WR628,,1040.0,,2118,628,696,718,,
,N'Keal Harry,WR629,,1040.5,,967,,,1114,,
,Trey Potts,RB377,,1041.0,,1041,,,,,
,Michael Jacobson,TE329,,1041.5,,1051,,,1032,,
,Brayden Willis,TE330,SF,1042.0,,1900,550,898,820,,
,Zach Evans,RB378,,1042.0,,,853,,1231,,
,Charlie Jones,WR630,NYG,1042.3,,,861,925,1341,,
,AJ Henning,WR631,MIA,1042.8,,1962,1023,628,558,,
,Mathew Sexton,WR632,,1043.0,,1557,,,529,,
,Zach Gentry,TE331,,1043.0,,,,,1043,,
,Marqise Lee,WR633,,1044.0,,1044,,,,,
,Bryce Oliver,WR634,CLE,1044.3,,1454,956,723,,,
,Sam Wiglusz,WR635,,1044.5,,816,,,1273,,
,Russell Wilson,QB164,,1044.5,,2109,727,792,550,,
,Brian Brown,WR636,,1045.0,,1045,,,,,
,Scotty Miller,WR637,CHI,1045.0,,2166,659,822,533,,
,Mike Bercovici,QB165,,1046.0,,1046,,,,,
,Stanley Morgan,WR638,,1046.0,,,,,1046,,
,Henry Pearson,RB379,,1046.5,,1189,904,,,,
,Marcus Rosemy-Jacksaint,WR639,,1047.0,,708,,,1386,,
,Kenny McIntosh,RB380,,1047.3,,1929,869,819,572,,
,Chase Claypool,WR640,,1048.5,,1723,,,374,,
,Luke Grimm,WR641,,1048.5,,,,684,1413,,
,Jerome Cunningham,TE332,,1049.0,,1049,,,,,
,Andre Roberts,WR642,,1049.0,,,,,1049,,
,Nick Mullens,QB166,JAX,1049.3,,1518,655,1029,995,,
,Ryan Griffin,QB167,,1050.0,,1050,,,,,
,Jordan Matthews,TE333,,1052.0,,1230,666,,1260,,
,Tommylee Lewis,WR643,,1053.0,,1053,,,,,
,Jude McAtamney,K69,,1053.5,,1134,973,,,,
,Brandon Brown-Dukes,RB381,,1054.0,,1054,,,,,
,Laviska Shenault,WR644,,1054.5,,,752,,1357,,
,Devin Mahina,TE334,,1056.0,,1056,,,,,
,TJ Harden,RB382,,1056.0,,,,769,1343,,
,Jaelen Gill,WR645,,1057.0,,1057,,,,,
,Noah Whittington,RB383,HOU,1057.0,,1452,,787,932,,
,Ja'Lynn Polk,WR646,,1057.4,,2008,913,716,1256,,394
,Pharoh Cooper,WR647,,1058.0,,776,,,1340,,
,Brycen Tremayne,WR648,CAR,1058.0,,1766,483,833,1150,,
,Gabriel Plascencia,K70,,1058.5,,1252,,865,,,
,Jacolby George,WR649,,1059.0,,1061,,,1057,,
,Jordan Scarlett,RB384,MIA,1060.0,,1060,,,,,
,Griffin Hebert,TE335,,1062.0,,1009,,,1115,,
,Cam Serigne,TE336,,1062.0,,1062,,,,,
,Lan Larison,RB385,NE,1062.0,,,994,785,1407,,
,Zack Moss,RB386,,1062.5,,,748,,1377,,
,Joseph Parker,WR650,,1063.0,,1063,,,,,
,Kristian Wilkerson,WR651,,1063.3,,1669,779,665,1140,,
,Max Mang,TE337,,1064.0,,1064,,,,,
,Deneric Prince,RB387,,1064.8,,2064,882,750,563,,
,Daniel Brown,TE338,,1065.0,,1065,,,,,
,Isaiah Neyor,WR652,GB,1065.5,,1759,989,654,860,,
,Pat Conroy,TE339,,1067.0,,1067,,,,,
,Chase Cota,WR653,,1068.0,,1246,890,,,,
,Hayden Hurst,TE340,,1068.0,,2156,675,,373,,
,Benny Snell,RB388,,1068.5,,1303,,,834,,
,Rysen John,TE341,,1070.0,,1070,,,,,
,Grant DuBose,WR654,,1070.0,,,866,,1274,,
,Brenden Rice,WR655,,1070.3,,1804,917,689,871,,
,Godwin Igwebuike,RB389,,1071.0,,805,,,1337,,
,Dorian Thompson-Robinson,QB168,,1071.7,,1584,871,,760,,
,Dan Vitale,RB390,,1072.0,,1072,,,,,
,Austin Reed,QB169,,1072.0,,1743,,959,514,,
,Nsimba Webster,WR656,,1072.5,,1163,,,982,,
,Ben Skowronek,WR657,PIT,1073.3,,1636,491,900,1266,,
,Dexter Williams,RB391,,1074.0,,1074,,,,,
,Tanner Taula,TE342,,1074.5,,844,,,1305,,
,Elijah Moore,WR658,PHI,1074.5,,2217,519,543,1019,,
,Riley Ridley,WR659,,1076.0,,1076,,,,,
,Dontrell Hilliard,RB392,,1076.0,,,,,1076,,
,Tyler Goodson,RB393,ATL,1076.2,,1916,901,946,1219,,399
,Ethan Garbers,QB170,,1077.0,,841,,,1313,,
,Gage Larvadain,WR660,,1077.0,,1347,997,887,,,
,Will Grier,QB171,,1079.0,,,,984,1174,,
,Xavier Grimble,TE343,,1079.0,,,,,1079,,
,Gavin Hardison,QB172,,1080.0,,954,,,1206,,
,Bryan Edwards,WR661,,1080.0,,1080,,,,,
,Harvey Binford,WR662,,1081.0,,1081,,,,,
,Cooper Rush,QB173,ATL,1081.5,,1881,505,1021,919,,
,Darrius Shepherd,WR663,,1082.0,,1082,,,,,
,Joaquin Davis,WR664,,1082.5,,1517,,648,,,
,Kaden Prather,WR665,,1082.8,,1979,983,692,677,,
,Michael Ezeike,TE344,,1083.0,,1153,,,1013,,
,Austin Trammell,WR666,JAX,1083.0,,1488,844,877,1123,,
,Rivaldo Fairweather,TE345,,1083.3,,1911,,475,864,,
,Xavier Restrepo,WR667,TEN,1083.8,,1763,988,568,1016,,
,Johnny Mundt,TE346,PHI,1083.8,,2211,479,715,930,,
,Chester Rogers,WR668,,1084.0,,1269,,,899,,
,Mark Gronowski,QB174,,1084.5,,,,971,1198,,
,Marcus Riley,WR669,,1085.0,,1085,,,,,
,Kelvin Harmon,WR670,,1085.0,,,,,1085,,
,Marcus Cooper,RB394,,1086.0,,1086,,,,,
,Noah Thomas,WR671,CIN,1086.0,,1329,,662,1267,,
,Jaret Patterson,RB395,,1086.0,,1793,794,562,1195,,
,Aaron Shampklin,RB396,,1086.5,,,953,,1220,,
,Nick Bowers,TE347,,1087.5,,877,,,1298,,
,Patrick Taylor,RB397,,1087.5,,1712,804,725,1109,,
,Max Brosmer,QB175,MIN,1088.0,,,1006,1022,1236,,
,Jody Fortson,TE348,,1088.5,,,796,,1381,,
,Evan Baylis,TE349,,1089.0,,1089,,,,,
,Jaydn Ott,RB398,KC,1089.0,,1192,,755,1320,,
,Blake Bortles,QB176,NO,1090.0,,1090,,,,,
,Ulysses Bentley,RB399,,1091.5,,1301,1016,762,1287,,
,Micah Simon,WR672,CAR,1092.0,,1092,,,,,
,T.J. Luther,WR673,,1092.5,,1284,,,901,,
,Jalen Guyton,WR674,,1093.0,,867,,,1319,,
,Matt Ammendola,K71,,1093.0,,1093,,,,,
,Johnny Johnson,WR675,,1093.0,,,,,1093,,
,Alex McNulty,K72,,1094.0,,1094,,,,,
,Aidan O'Connell,QB177,LV,1094.3,,1548,549,941,1339,,
,Josh Ali,WR676,,1095.0,,,,,1095,,
,Dan Villari,TE350,LAR,1095.3,,1799,,499,988,,
,KeeSean Johnson,WR677,,1096.0,,1096,,,,,
,Kendal Thompson,WR678,,1097.0,,1097,,,,,
,Craig Reynolds,RB400,WAS,1098.0,,1317,740,953,1382,,
,John Kelly,RB401,,1098.0,,1619,660,,1015,,
,Drake Stoops,WR679,,1099.0,,801,,,1397,,
,Stephen Gostkowski,K73,,1099.0,,1099,,,,,
,Trestan Ebner,RB402,,1100.0,,850,,,1350,,
,Monte Pottebaum,RB403,,1100.0,,1100,,,,,
,Braxton Berrios,WR680,NYG,1101.0,,2037,494,882,991,,
,Nathan Rourke,QB178,,1101.5,,,908,,1295,,
,Johnny Lumpkin,TE351,,1102.0,,976,,,1228,,
,Tre'Shaun Harrison,WR681,,1103.0,,1869,,,337,,
,Javon McKinley,WR682,,1104.0,,1104,,,,,
,Alfonzo Graham,RB404,,1104.0,,,,,1104,,
,Ja'Quan Gardner,RB405,,1105.0,,1105,,,,,
,DeeJay Dallas,RB406,MIN,1105.0,,1800,754,952,914,,
,Jay Lee,WR683,,1106.0,,1106,,,,,
,Dae'quan Wright,TE352,,1106.7,,1926,,521,873,,
,John Ursua,WR684,,1107.0,,1107,,,,,
,Daijun Edwards,RB407,,1107.5,,1499,,,716,,
,Andre Baccellia,WR685,,1107.8,,1823,843,895,870,,
,Landon Rice,TE353,,1108.0,,1108,,,,,
,Jermaine Terry,TE354,,1108.0,,1705,,511,,,
,Da'Quan Felton,WR686,,1108.3,,1331,,688,1306,,
,Elijah Dotson,RB408,,1108.3,,1491,887,,947,,
,James O'Shaughnessy,TE355,,1108.5,,1471,,,746,,
,Montrell Washington,WR687,,1108.8,,1834,828,572,1201,,
,Tom Kennedy,WR688,DET,1109.3,,1402,741,880,1414,,
,Devante Davis,WR689,,1110.0,,1110,,,,,
,Marquise Goodwin,WR690,,1110.5,,1309,,,912,,
,Adrian Martinez,QB179,,1111.0,,1181,1019,960,1284,,
,Justin Shorter,WR691,LV,1111.0,,2186,547,550,1161,,
,Keilahn Harris,WR692,,1111.5,,1146,,,1077,,
,Jared Rice,TE356,,1112.0,,1112,,,,,
,Shane Buechele,QB180,BUF,1112.3,,2043,838,974,594,,
,John FitzPatrick,TE357,,1113.8,,2059,822,702,872,,
,Shelton Gibson,WR693,,1114.0,,1114,,,,,
,Khalan Laborn,RB409,,1114.0,,1125,,,1103,,
,Jonathan Mingo,WR694,DAL,1116.3,,2213,472,906,874,,
,Malik Turner,WR695,,1116.5,,1933,638,610,1285,,
,Xavier Weaver,WR696,,1117.5,,1334,945,846,1345,,
,Devin Culp,TE358,TB,1117.8,,1653,924,462,1432,,
,Brian Hill,RB410,,1118.0,,,,,1118,,
,Devin Asiasi,TE359,,1118.5,,835,,,1402,,
,Jalen Richard,RB411,LV,1119.0,,1259,,,979,,
,Hunter Kampmoyer,TE360,,1120.0,,1120,,,,,
,La'Damian Webb,RB412,,1121.0,,1121,,,,,
,Sawyer Robertson,QB181,,1122.5,,,,996,1249,,
,Taylor Heinicke,QB182,,1122.7,,1530,644,,1194,,
,BJ Baylor,RB413,,1123.0,,1123,,,,,
,Maddux Trujillo,K74,,1123.5,,1393,,854,,,
,Sam Ehlinger,QB183,DEN,1123.8,,1614,526,991,1364,,
,C.J. Beathard,QB184,,1125.0,,,,,1125,,
,Jakobie Keeney-James,WR697,,1125.8,,2223,1002,578,700,,
,Reggie Begelton,WR698,,1126.0,,1126,,,,,
,Dai'Jean Dixon,WR699,,1126.0,,1231,,,1021,,
,Van Jefferson,WR700,,1127.0,,2051,755,422,1280,,
,Javon Leake,RB414,,1128.0,,1128,,,,,
,Jahmal Banks,WR701,,1128.0,,1575,,,681,,
,Jonathan Williams,RB415,,1129.0,,1129,,,,,
,Phillip Brooks,WR702,,1129.0,,1661,,,597,,
,Owen Wright,RB416,,1129.3,,2224,906,761,626,,
,De'Anthony Thomas,WR703,,1131.0,,1676,,,586,,
,Bo Melton,WR704,GB,1131.3,,2112,434,848,,,
,Changa Hodge,WR705,,1132.0,,1132,,,,,
,Kedon Slovis,QB185,GB,1133.3,,1580,1007,961,985,,
,Tyreik McAllister,RB417,,1133.5,,,944,,1323,,
,Melvin Gordon,RB418,,1134.0,,1430,,,838,,
,JaQuae Jackson,WR706,,1134.0,,1465,,641,1296,,
,SaRodorick Thompson,RB419,,1135.0,,1726,909,,770,,
,Trayveon Williams,RB420,,1136.0,,1910,654,924,1056,,
,Adrian Coxson,WR707,,1137.0,,1137,,,,,
,Dillon Johnson,RB421,,1137.0,,1356,,,918,,
,Tyrone Broden,WR708,,1139.7,,1504,,622,1293,,
,Zavier Scott,WR709,CHI,1139.8,,2085,999,824,651,,
,Stephen Sullivan,TE361,,1140.3,,1214,764,,1443,,
,Martez Carter,RB422,,1141.0,,1141,,,,,
,Leonard Taylor,TE362,,1141.5,,1640,,,643,,
,Bruno Labelle,TE363,,1142.0,,1142,,,,,
,Ezekiel Elliott,RB423,,1142.0,,2065,700,,661,,
,Isaiah Coulter,WR710,,1143.0,,1143,,,,,
,Trent Sherfield,WR711,BUF,1143.5,,2199,624,904,847,,
,Kurtis Rourke,QB186,SF,1144.8,,1778,583,976,1242,,
,Teo Redding,WR712,,1148.0,,1148,,,,,
,Shi Smith,WR713,,1148.0,,,,,1148,,
,Tanner Mordecai,QB187,,1150.0,,1087,,,1213,,
,Jacob Hollister,TE364,,1151.0,,1416,,,886,,
,Ronnie Bell,WR714,LV,1151.3,,1963,872,795,975,,
,Bub Means,WR715,,1154.8,,1988,919,449,1263,,
,Fred Trevillion,WR716,,1155.0,,1155,,,,,
,Diego Pavia,QB188,,1155.0,,,,995,1315,,
,Daurice Fountain,WR717,,1156.5,,948,,,1365,,
,Kevin Shaa,WR718,,1157.0,,1157,,,,,
,Malik Williams,RB424,,1159.0,,1159,,,,,
,Kevin Rader,TE365,,1159.0,,,,,1159,,
,Gary Jennings,WR719,LAC,1160.0,,1732,,588,,,
,Bryant Koback,RB425,,1160.5,,1620,,,701,,
,Chris Hogan,WR720,,1161.0,,1161,,,,,
,Deven Thompkins,WR721,LV,1161.3,,2191,832,910,712,,
,Napoleon Maxwell,RB426,,1162.0,,1162,,,,,
,Jaydon Mickens,WR722,,1162.0,,,,,1162,,
,David Porter,WR723,,1164.0,,1164,,,,,
,Jake Haener,QB189,NYG,1165.0,,1436,870,1012,1342,,
,TJ Sheffield,WR724,,1166.0,,1166,,,,,
,Paxton Lynch,QB190,,1168.0,,1168,,,,,
,Jermaine Jackson,WR725,,1169.0,,1366,972,,,,
,Jerjuan Newton,WR726,,1170.5,,1365,,,976,,
,Justin Hall,WR727,,1171.5,,1788,,,555,,
,Ramiz Ahmed,K75,,1172.0,,1172,,,,,
,Allen Lazard,WR728,,1172.7,,2105,646,,767,,
,Jake Luton,QB191,,1173.0,,,,,1173,,
,Travis Vokolek,TE366,ARI,1175.3,,1895,905,476,1425,,
,Ryan Santoso,K76,,1176.0,,1176,,,,,
,C.J. Saunders,WR729,,1176.0,,,,,1176,,
,Jeremiah Haydel,WR730,,1177.0,,1177,,,,,
,Ja'Corey Brooks,WR731,,1177.3,,1795,995,685,1234,,
,Cam Akers,RB427,,1177.3,,1403,745,,1384,,
